"Dispatch_id","Ticket_type","Order_type","Priority","Required_skill","Status","Street","City","County","State","Postal_code","Customer_latitude","Customer_longitude","Appointment_start_datetime","Appointment_end_datetime","Duration_min","Assigned_technician_id","Optimized_technician_id","Resolution_type","Optimization_status","Optimization_timestamp","Optimization_confidence","Completion_notes","Skill_category"
200000115,Order,upgrade,Normal,Equipment upgrade,Pending,"7324 Washington St",Los Angeles,LOS ANGELES,CA,15243,34.015205,-118.18326,"2025-12-15 14:00:00","2025-12-15 14:30:00",30,,,"",pending,"","",,Upgrade Services
200000116,Order,upgrade,Normal,Equipment upgrade,Pending,"7649 Main St",Los Angeles,LOS ANGELES,CA,66163,34.08666,-118.60231,"2026-01-06 13:00:00","2026-01-06 13:30:00",30,,,"",pending,"","",,Upgrade Services
200000117,Order,upgrade,Normal,Equipment upgrade,Pending,"7350 Oak St",Los Angeles,LOS ANGELES,CA,89618,33.997574,-118.02572,"2026-01-27 12:15:00","2026-01-27 13:15:00",60,,,"",pending,"","",,Upgrade Services
200000118,Order,upgrade,Normal,Equipment upgrade,Pending,"6518 Main St",Los Angeles,LOS ANGELES,CA,92086,34.14158,-118.14357,"2026-01-12 13:30:00","2026-01-12 14:00:00",30,,,"",pending,"","",,Upgrade Services
200000119,Order,upgrade,Normal,Equipment upgrade,Pending,"6014 Washington St",Los Angeles,LOS ANGELES,CA,57358,33.749207,-118.08591,"2026-01-28 11:00:00","2026-01-28 12:00:00",60,,,"",pending,"","",,Upgrade Services
200000170,Order,upgrade,Normal,Equipment upgrade,Pending,"2277 Main St",Chicago,CHICAGO,IL,78604,41.62075,-87.690025,"2025-12-22 13:30:00","2025-12-22 15:00:00",90,,,"",pending,"","",,Upgrade Services
200000171,Order,upgrade,Normal,Equipment upgrade,Pending,"709 Washington St",Chicago,CHICAGO,IL,48309,41.69467,-87.70338,"2025-12-24 08:15:00","2025-12-24 10:15:00",120,,,"",pending,"","",,Upgrade Services
200000172,Order,upgrade,Normal,Equipment upgrade,Pending,"5556 Oak St",Chicago,CHICAGO,IL,50314,42.076797,-87.33178,"2026-01-03 10:45:00","2026-01-03 12:45:00",120,,,"",pending,"","",,Upgrade Services
200000173,Order,upgrade,Normal,Equipment upgrade,Pending,"3967 Oak St",Chicago,CHICAGO,IL,13034,41.75962,-87.64332,"2025-12-24 12:30:00","2025-12-24 13:00:00",30,,,"",pending,"","",,Upgrade Services
200000174,Order,upgrade,Normal,Equipment upgrade,Pending,"2761 Oak St",Chicago,CHICAGO,IL,97610,41.839405,-87.6619,"2025-11-01 13:15:00","2025-11-01 14:15:00",60,,,"",pending,"","",,Upgrade Services
200000175,Order,upgrade,Normal,Equipment upgrade,Pending,"325 Main St",Chicago,CHICAGO,IL,78452,41.871574,-87.86724,"2025-12-27 15:00:00","2025-12-27 15:30:00",30,,,"",pending,"","",,Upgrade Services
200000176,Order,upgrade,Normal,Equipment upgrade,Pending,"1361 Elm St",Chicago,CHICAGO,IL,21303,41.767338,-87.57027,"2026-01-04 15:00:00","2026-01-04 17:00:00",120,,,"",pending,"","",,Upgrade Services
200000177,Order,upgrade,Normal,Equipment upgrade,Pending,"184 Washington St",Chicago,CHICAGO,IL,61209,41.89189,-87.49486,"2026-01-04 13:30:00","2026-01-04 14:30:00",60,,,"",pending,"","",,Upgrade Services
200000178,Order,upgrade,Normal,Equipment upgrade,Pending,"5288 Washington St",Chicago,CHICAGO,IL,91072,42.033443,-87.283646,"2026-01-12 16:30:00","2026-01-12 17:30:00",60,,,"",pending,"","",,Upgrade Services
200000179,Order,upgrade,Normal,Equipment upgrade,Pending,"4784 Main St",Chicago,CHICAGO,IL,84084,41.734215,-87.369225,"2025-11-28 12:00:00","2025-11-28 13:00:00",60,,,"",pending,"","",,Upgrade Services
200000230,Order,upgrade,Normal,Equipment upgrade,Pending,"2643 Elm St",Houston,HOUSTON,TX,22300,29.848427,-95.41494,"2025-12-19 10:15:00","2025-12-19 12:15:00",120,,,"",pending,"","",,Upgrade Services
200000231,Order,upgrade,Normal,Equipment upgrade,Pending,"570 Oak St",Houston,HOUSTON,TX,38679,29.870462,-95.03266,"2025-12-25 08:00:00","2025-12-25 10:00:00",120,,,"",pending,"","",,Upgrade Services
200000232,Order,upgrade,Normal,Equipment upgrade,Pending,"5834 Washington St",Houston,HOUSTON,TX,37069,30.04429,-95.559204,"2025-11-21 15:00:00","2025-11-21 17:00:00",120,,,"",pending,"","",,Upgrade Services
200000233,Order,upgrade,Normal,Equipment upgrade,Pending,"934 Elm St",Houston,HOUSTON,TX,40756,29.797535,-95.262405,"2026-01-23 10:15:00","2026-01-23 11:15:00",60,,,"",pending,"","",,Upgrade Services
200000234,Order,upgrade,Normal,Equipment upgrade,Pending,"3653 Oak St",Houston,HOUSTON,TX,98869,30.110022,-95.400894,"2025-11-24 12:45:00","2025-11-24 13:45:00",60,,,"",pending,"","",,Upgrade Services
200000235,Order,upgrade,Normal,Equipment upgrade,Pending,"8130 Washington St",Houston,HOUSTON,TX,34286,29.484392,-95.22953,"2026-01-20 14:45:00","2026-01-20 16:45:00",120,,,"",pending,"","",,Upgrade Services
200000236,Order,upgrade,Normal,Equipment upgrade,Pending,"9795 Oak St",Houston,HOUSTON,TX,74546,29.841948,-95.514854,"2025-12-07 14:00:00","2025-12-07 16:00:00",120,,,"",pending,"","",,Upgrade Services
200000237,Order,upgrade,Normal,Equipment upgrade,Pending,"9623 Oak St",Houston,HOUSTON,TX,43396,29.449232,-95.07586,"2026-01-15 12:15:00","2026-01-15 14:15:00",120,,,"",pending,"","",,Upgrade Services
200000238,Order,upgrade,Normal,Equipment upgrade,Pending,"5252 Washington St",Houston,HOUSTON,TX,14424,29.431017,-95.21654,"2025-11-29 14:15:00","2025-11-29 16:15:00",120,,,"",pending,"","",,Upgrade Services
200000239,Order,upgrade,Normal,Equipment upgrade,Pending,"7839 Oak St",Houston,HOUSTON,TX,84617,29.805103,-95.52468,"2026-01-01 11:15:00","2026-01-01 13:15:00",120,,,"",pending,"","",,Upgrade Services
200000070,Trouble,"",Critical,Line repair,Pending,"6046 Washington St",Los Angeles,LOS ANGELES,CA,18060,34.316235,-118.44501,"2025-12-26 10:00:00","2025-12-26 10:30:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000071,Trouble,"",Critical,Line repair,Pending,"8421 Oak St",Los Angeles,LOS ANGELES,CA,66303,34.33547,-118.58439,"2026-01-02 11:30:00","2026-01-02 12:30:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000072,Trouble,"",Critical,Line repair,Pending,"3989 Main St",Los Angeles,LOS ANGELES,CA,96714,33.992123,-118.05852,"2025-11-26 08:30:00","2025-11-26 10:00:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000073,Trouble,"",Critical,Line repair,Pending,"4977 Washington St",Los Angeles,LOS ANGELES,CA,52755,34.39827,-118.43347,"2025-12-01 10:15:00","2025-12-01 12:15:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000074,Trouble,"",Critical,Line repair,Pending,"6048 Oak St",Los Angeles,LOS ANGELES,CA,53373,33.995705,-117.99717,"2025-11-25 13:45:00","2025-11-25 15:15:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000075,Trouble,"",Critical,Line repair,Pending,"6316 Main St",Los Angeles,LOS ANGELES,CA,84370,34.29132,-118.38733,"2026-01-25 13:00:00","2026-01-25 13:30:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000076,Trouble,"",Critical,Line repair,Pending,"4274 Washington St",Los Angeles,LOS ANGELES,CA,65473,33.78521,-118.50927,"2026-01-21 11:00:00","2026-01-21 12:30:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000077,Trouble,"",Critical,Line repair,Pending,"5991 Oak St",Los Angeles,LOS ANGELES,CA,83838,34.405785,-117.99195,"2026-01-10 09:15:00","2026-01-10 10:15:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000078,Trouble,"",Critical,Line repair,Pending,"9865 Oak St",Los Angeles,LOS ANGELES,CA,92871,34.08563,-118.274826,"2025-11-13 15:30:00","2025-11-13 16:00:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000079,Trouble,"",Critical,Line repair,Pending,"9627 Elm St",Los Angeles,LOS ANGELES,CA,33540,33.854805,-118.23373,"2026-01-17 08:15:00","2026-01-17 10:15:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000130,Trouble,"",Critical,Line repair,Pending,"264 Washington St",Chicago,CHICAGO,IL,75261,41.589775,-87.72868,"2026-01-09 10:00:00","2026-01-09 11:30:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000131,Trouble,"",Critical,Line repair,Pending,"4498 Main St",Chicago,CHICAGO,IL,72602,41.62455,-87.757095,"2025-12-21 16:15:00","2025-12-21 17:45:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000132,Trouble,"",Critical,Line repair,Pending,"6011 Main St",Chicago,CHICAGO,IL,32415,41.627934,-87.41027,"2025-12-20 14:15:00","2025-12-20 16:15:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000133,Trouble,"",Critical,Line repair,Pending,"3475 Main St",Chicago,CHICAGO,IL,54235,42.15747,-87.83549,"2025-12-21 10:30:00","2025-12-21 12:30:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000134,Trouble,"",Critical,Line repair,Pending,"249 Elm St",Chicago,CHICAGO,IL,93841,41.79963,-87.50409,"2025-11-18 16:00:00","2025-11-18 17:00:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000135,Trouble,"",Critical,Line repair,Pending,"3369 Washington St",Chicago,CHICAGO,IL,79309,42.13264,-87.42112,"2026-01-11 12:00:00","2026-01-11 12:30:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000136,Trouble,"",Critical,Line repair,Pending,"9298 Oak St",Chicago,CHICAGO,IL,16215,41.885334,-87.78002,"2025-12-09 16:30:00","2025-12-09 17:30:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000137,Trouble,"",Critical,Line repair,Pending,"8509 Oak St",Chicago,CHICAGO,IL,11602,42.035072,-87.37684,"2025-11-07 08:00:00","2025-11-07 09:00:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000138,Trouble,"",Critical,Line repair,Pending,"3195 Main St",Chicago,CHICAGO,IL,52928,41.92619,-87.792114,"2026-01-27 14:15:00","2026-01-27 15:45:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000139,Trouble,"",Critical,Line repair,Pending,"4090 Oak St",Chicago,CHICAGO,IL,38620,41.943687,-87.56263,"2026-01-16 14:45:00","2026-01-16 15:15:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000190,Trouble,"",Critical,Line repair,Pending,"8999 Main St",Houston,HOUSTON,TX,22466,29.512026,-95.63397,"2026-01-20 14:15:00","2026-01-20 14:45:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000191,Trouble,"",Critical,Line repair,Pending,"8287 Main St",Houston,HOUSTON,TX,11400,29.683378,-95.44284,"2025-12-13 12:00:00","2025-12-13 13:00:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000192,Trouble,"",Critical,Line repair,Pending,"7197 Washington St",Houston,HOUSTON,TX,83459,29.972551,-95.429985,"2025-11-03 10:15:00","2025-11-03 11:15:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000193,Trouble,"",Critical,Line repair,Pending,"2808 Main St",Houston,HOUSTON,TX,75939,29.846561,-95.30973,"2025-12-04 14:30:00","2025-12-04 15:30:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000194,Trouble,"",Critical,Line repair,Pending,"1142 Oak St",Houston,HOUSTON,TX,27280,30.000732,-95.39355,"2026-01-28 09:15:00","2026-01-28 10:15:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000195,Trouble,"",Critical,Line repair,Pending,"6463 Elm St",Houston,HOUSTON,TX,85701,29.537079,-95.40045,"2025-11-26 08:45:00","2025-11-26 09:45:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000196,Trouble,"",Critical,Line repair,Pending,"8888 Elm St",Houston,HOUSTON,TX,19370,29.875988,-95.13924,"2026-01-05 08:15:00","2026-01-05 08:45:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000197,Trouble,"",Critical,Line repair,Pending,"7734 Oak St",Houston,HOUSTON,TX,67809,29.700073,-95.47677,"2026-01-12 16:15:00","2026-01-12 17:15:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000198,Trouble,"",Critical,Line repair,Pending,"8565 Washington St",Houston,HOUSTON,TX,30339,30.078016,-95.3238,"2025-12-01 15:00:00","2025-12-01 16:30:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000199,Trouble,"",Critical,Line repair,Pending,"1460 Washington St",Houston,HOUSTON,TX,29087,29.889738,-95.60276,"2025-11-22 13:45:00","2025-11-22 15:15:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000250,Trouble,"",Critical,Line repair,Pending,"4233 Main St",Phoenix,PHOENIX,AZ,35498,33.412598,-112.358246,"2025-12-07 10:00:00","2025-12-07 12:00:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000251,Trouble,"",Critical,Line repair,Pending,"1616 Washington St",Phoenix,PHOENIX,AZ,26231,33.53904,-112.233086,"2026-01-21 16:30:00","2026-01-21 18:00:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000252,Trouble,"",Critical,Line repair,Pending,"1717 Elm St",Phoenix,PHOENIX,AZ,71619,33.598194,-112.08636,"2025-11-14 14:45:00","2025-11-14 15:15:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000253,Trouble,"",Critical,Line repair,Pending,"1397 Oak St",Phoenix,PHOENIX,AZ,52873,33.39978,-111.89069,"2026-01-01 14:30:00","2026-01-01 15:00:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000254,Trouble,"",Critical,Line repair,Pending,"6429 Oak St",Phoenix,PHOENIX,AZ,50135,33.518536,-111.75533,"2026-01-22 14:00:00","2026-01-22 15:30:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000255,Trouble,"",Critical,Line repair,Pending,"2749 Main St",Phoenix,PHOENIX,AZ,39393,33.7511,-112.090004,"2025-11-08 16:15:00","2025-11-08 17:45:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000256,Trouble,"",Critical,Line repair,Pending,"2404 Elm St",Phoenix,PHOENIX,AZ,59528,33.26885,-111.8111,"2026-01-25 14:15:00","2026-01-25 16:15:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000257,Trouble,"",Critical,Line repair,Pending,"2808 Washington St",Phoenix,PHOENIX,AZ,55079,33.570217,-112.17487,"2025-11-01 15:45:00","2025-11-01 17:45:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000258,Trouble,"",Critical,Line repair,Pending,"3842 Elm St",Phoenix,PHOENIX,AZ,40880,33.194023,-112.143715,"2025-12-27 10:15:00","2025-12-27 10:45:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000259,Trouble,"",Critical,Line repair,Pending,"5347 Main St",Phoenix,PHOENIX,AZ,11760,33.641727,-111.73293,"2026-01-28 14:00:00","2026-01-28 16:00:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000310,Trouble,"",Critical,Line repair,Pending,"6838 Washington St",Philadelphia,PHILADELPHIA,PA,57613,40.23531,-74.999275,"2025-11-18 16:30:00","2025-11-18 18:30:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000311,Trouble,"",Critical,Line repair,Pending,"4128 Main St",Philadelphia,PHILADELPHIA,PA,11922,39.897167,-74.988785,"2025-11-07 08:15:00","2025-11-07 09:15:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000312,Trouble,"",Critical,Line repair,Pending,"2667 Elm St",Philadelphia,PHILADELPHIA,PA,49018,39.98462,-75.43069,"2025-11-16 14:45:00","2025-11-16 15:15:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000313,Trouble,"",Critical,Line repair,Pending,"6638 Elm St",Philadelphia,PHILADELPHIA,PA,79350,39.697193,-74.94265,"2026-01-02 16:45:00","2026-01-02 17:45:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000314,Trouble,"",Critical,Line repair,Pending,"2551 Main St",Philadelphia,PHILADELPHIA,PA,53167,39.778862,-75.16418,"2025-11-27 14:30:00","2025-11-27 15:30:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000315,Trouble,"",Critical,Line repair,Pending,"6112 Oak St",Philadelphia,PHILADELPHIA,PA,55695,39.773983,-75.26283,"2026-01-30 15:00:00","2026-01-30 17:00:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000316,Trouble,"",Critical,Line repair,Pending,"5383 Main St",Philadelphia,PHILADELPHIA,PA,85928,39.667595,-75.26632,"2025-12-30 10:30:00","2025-12-30 11:30:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000317,Trouble,"",Critical,Line repair,Pending,"6214 Elm St",Philadelphia,PHILADELPHIA,PA,31430,39.755695,-74.87195,"2025-12-12 09:30:00","2025-12-12 11:30:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000318,Trouble,"",Critical,Line repair,Pending,"2476 Elm St",Philadelphia,PHILADELPHIA,PA,53156,39.696136,-75.074844,"2026-01-30 13:45:00","2026-01-30 15:15:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000319,Trouble,"",Critical,Line repair,Pending,"6174 Main St",Philadelphia,PHILADELPHIA,PA,21341,40.017406,-75.34721,"2026-01-05 10:00:00","2026-01-05 10:30:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000434,Trouble,"",Critical,Line repair,Pending,"3846 Main St",San Diego,SAN DIEGO,CA,26278,32.557465,-116.883705,"2025-12-14 13:30:00","2025-12-14 14:30:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000370,Trouble,"",Critical,Line repair,Pending,"3860 Oak St",San Antonio,SAN ANTONIO,TX,18520,29.071114,-98.54648,"2026-01-18 09:30:00","2026-01-18 10:00:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000371,Trouble,"",Critical,Line repair,Pending,"7625 Main St",San Antonio,SAN ANTONIO,TX,89445,29.338083,-98.669624,"2025-11-02 12:15:00","2025-11-02 13:45:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000373,Trouble,"",Critical,Line repair,Pending,"7927 Washington St",San Antonio,SAN ANTONIO,TX,94427,29.493717,-98.53849,"2025-11-06 11:45:00","2025-11-06 13:15:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000374,Trouble,"",Critical,Line repair,Pending,"3939 Washington St",San Antonio,SAN ANTONIO,TX,85893,29.499031,-98.34054,"2025-12-17 16:45:00","2025-12-17 17:15:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000375,Trouble,"",Critical,Line repair,Pending,"4745 Washington St",San Antonio,SAN ANTONIO,TX,34840,29.316973,-98.497,"2025-12-26 16:30:00","2025-12-26 18:00:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000376,Trouble,"",Critical,Line repair,Pending,"6234 Oak St",San Antonio,SAN ANTONIO,TX,69638,29.488728,-98.38257,"2026-01-29 11:30:00","2026-01-29 12:30:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000377,Trouble,"",Critical,Line repair,Pending,"7846 Oak St",San Antonio,SAN ANTONIO,TX,40949,29.380095,-98.32157,"2026-01-15 13:30:00","2026-01-15 15:30:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000378,Trouble,"",Critical,Line repair,Pending,"7846 Elm St",San Antonio,SAN ANTONIO,TX,98579,29.409906,-98.548004,"2025-12-26 13:00:00","2025-12-26 15:00:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000379,Trouble,"",Critical,Line repair,Pending,"3832 Oak St",San Antonio,SAN ANTONIO,TX,67238,29.778486,-98.58115,"2026-01-12 11:00:00","2026-01-12 13:00:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000430,Trouble,"",Critical,Line repair,Pending,"312 Washington St",San Diego,SAN DIEGO,CA,55062,32.48962,-116.9486,"2025-12-20 12:45:00","2025-12-20 13:15:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000431,Trouble,"",Critical,Line repair,Pending,"5682 Washington St",San Diego,SAN DIEGO,CA,80072,32.909355,-117.09755,"2025-11-10 09:45:00","2025-11-10 11:45:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000432,Trouble,"",Critical,Line repair,Pending,"3554 Elm St",San Diego,SAN DIEGO,CA,30236,32.667976,-117.4095,"2025-12-10 10:30:00","2025-12-10 12:00:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000433,Trouble,"",Critical,Line repair,Pending,"9584 Main St",San Diego,SAN DIEGO,CA,49405,33.023754,-117.0843,"2025-12-19 11:15:00","2025-12-19 12:45:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000435,Trouble,"",Critical,Line repair,Pending,"6767 Washington St",San Diego,SAN DIEGO,CA,78377,32.932854,-117.213356,"2025-12-08 11:00:00","2025-12-08 13:00:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000436,Trouble,"",Critical,Line repair,Pending,"662 Main St",San Diego,SAN DIEGO,CA,74213,32.986847,-117.34126,"2026-01-19 15:30:00","2026-01-19 16:30:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000438,Trouble,"",Critical,Line repair,Pending,"5438 Elm St",San Diego,SAN DIEGO,CA,82046,32.63023,-116.98774,"2025-12-31 13:00:00","2025-12-31 14:30:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000439,Trouble,"",Critical,Line repair,Pending,"908 Main St",San Diego,SAN DIEGO,CA,19586,32.648205,-117.222755,"2026-01-10 13:30:00","2026-01-10 15:30:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000490,Trouble,"",Critical,Line repair,Pending,"3275 Elm St",Dallas,DALLAS,TX,61099,32.96329,-96.53247,"2025-11-26 15:15:00","2025-11-26 15:45:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000491,Trouble,"",Critical,Line repair,Pending,"799 Washington St",Dallas,DALLAS,TX,12206,32.73433,-96.78126,"2025-11-10 13:15:00","2025-11-10 14:15:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000492,Trouble,"",Critical,Line repair,Pending,"7562 Main St",Dallas,DALLAS,TX,31538,32.896313,-97.04005,"2026-01-02 09:30:00","2026-01-02 10:30:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000493,Trouble,"",Critical,Line repair,Pending,"3286 Washington St",Dallas,DALLAS,TX,78308,32.81577,-96.71742,"2026-01-08 08:45:00","2026-01-08 09:45:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000494,Trouble,"",Critical,Line repair,Pending,"4301 Washington St",Dallas,DALLAS,TX,22125,32.89139,-96.64143,"2025-12-24 09:15:00","2025-12-24 11:15:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000372,Trouble,"",Critical,Line repair,Pending,"1775 Washington St",San Antonio,SAN ANTONIO,TX,53856,29.332434,-98.18147,"2025-11-24 16:45:00","2025-11-24 17:45:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000496,Trouble,"",Critical,Line repair,Pending,"9165 Main St",Dallas,DALLAS,TX,72216,32.62093,-97.09793,"2026-01-31 11:15:00","2026-01-31 12:15:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000497,Trouble,"",Critical,Line repair,Pending,"5961 Main St",Dallas,DALLAS,TX,25523,32.74338,-96.982086,"2025-11-08 16:30:00","2025-11-08 18:00:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000498,Trouble,"",Critical,Line repair,Pending,"1803 Oak St",Dallas,DALLAS,TX,62509,32.59355,-96.4986,"2025-11-23 16:00:00","2025-11-23 17:00:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000499,Trouble,"",Critical,Line repair,Pending,"2567 Elm St",Dallas,DALLAS,TX,45799,33.082687,-96.56876,"2025-12-12 10:30:00","2025-12-12 11:00:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000550,Trouble,"",Critical,Line repair,Pending,"976 Elm St",Austin,AUSTIN,TX,25406,30.033562,-97.570694,"2025-11-15 08:45:00","2025-11-15 10:15:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000551,Trouble,"",Critical,Line repair,Pending,"1160 Main St",Austin,AUSTIN,TX,92492,30.261389,-97.844505,"2025-11-10 08:00:00","2025-11-10 10:00:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000552,Trouble,"",Critical,Line repair,Pending,"7771 Main St",Austin,AUSTIN,TX,62482,30.564167,-97.64818,"2025-12-01 16:30:00","2025-12-01 17:00:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000553,Trouble,"",Critical,Line repair,Pending,"4168 Main St",Austin,AUSTIN,TX,18616,30.133068,-98.09293,"2025-12-05 11:30:00","2025-12-05 13:00:00",90,,,"",pending,"","",,Critical Trouble Resolution
